Title,Date,Rating,Description_Short,Minimum_Players,Maximum_Players,Minimum_Playtime,Maximum_Playtime,Age,Weight,Publisher,Type_Primary_ID,Type_Secondary_ID,Category_Primary_ID,Category_Secondary_ID,Category_Tertiary_ID,Mechanic_Primary_ID,Mechanic_Secondary_ID,Mechanic_Tertiary_ID,Description_Long
Kingdom Rush: Rift in Time,2021,7.46,Defend the kingdom by arranging damage tiles on grids of attacking hordes.,1,4,45,90,10+,3.03,Lucky Duck Games,3916,0,3,31,33,42,64,97,"Welcome to Kingdom Rush: Rift in Time, where you and your allies must work together to fend off the furious onslaught of the mysterious Time Mage. Command Heroes and build Towers to defend the realm by placing polyomino pieces to attack your enemies and deploying soldiers to hold back the ever-advancing horde. Be careful, though! The Time Mageâ€™s portals are wreaking havoc, causing all of the Towers to warp in and out of existence! Will you play your Towers to defend the Kingdom, or will you pass them to your compatriots so that the Towers can be upgraded? The decision is yours!"
Blue Moon,1994,6.7,Fantasy races battle for the favor of the dragons in this non-collectible card game.,2,2,30,30,12+,0,KOSMOS,3913,3916,15,31,33,14,64,184,"Blue Moon is a card game for two players, which has often been compared to Magic: The Gathering, although it has considerably different game mechanics. Particularly, it is not a CCG: There are no random cards in any expansion. It can thus be regarded as the first LCG, although it doesnt use that term yet."
Amyitis,2002,6.92,Prestige-seeking artisans and nobles gather at the genesis of an ancient world wonder,2,4,60,120,12+,3.21,Ystari Games,3916,0,9,0,0,10,169,0,"In Amyitis the players are rival architects competing to earn the most prestige building one of the seven wonders of the ancient world: the Hanging Gardens of Babylon. The game is named after the daughter (or granddaughter) of Cyaxares, the king of the Medes, who married King Nebuchadnezzar II, ruler of Babylon. The myth says that Amytis homesickness for the forested mountains of the Median Empire led to the construction of the Hanging Gardens of Babylon, as Nebuchadnezzar attempted to please her by planting the trees and plants of her homeland."
Edge of Darkness,2014,7.5,Draft and upgrade cards to defend the city from monstrous threats.,1,4,120,120,14+,3.44,Alderac Entertainment Group,3916,0,31,0,0,45,47,110,"Edge of Darkness is the third Card Crafting Game from Alderac Entertainment Group designed by John D. Clair. Edge of Darkness combines Card Crafting, Worker Placement, shared deck-building, and a whole new Threat Challenge system in a medium-weight euro-style board game of 60 to 120 minutes for 1 to 4 players."
Solenia,2017,7.08,Travel to deliver goods between floating islands trapped in eternal Day or Night.,1,4,30,45,10+,0,Pearl Games,3914,3916,15,29,31,25,64,97,"Several millennia ago, the tiny planet Solenia lost its day-and-night cycle: Its northern hemisphere is forever plunged into darkness, and its southern hemisphere is eternally bathed in sunlight. Your mission is to carry on your ancestors honorable task of traveling the world to deliver essential goods to the inhabitants of both hemispheres. While the Day people want you to deliver the rarest gems and stones, the Night people sorely need wood and wheat to survive. Be efficient and outpace your opponents to collect the most gold stars by the end of the game!"
Ascending Empires,2014,7.19,Flick your way to galactic domination!,2,4,75,75,10+,0,Z-Man Games,3916,0,2,17,19,59,148,167,Humanity has been at each others throats since time immemorial. Now in another galaxy humans wage war amongst themselves again but this time with the aid of alien technology found on other planets. Ascending Empires offers a nice mixture of building exploring and development along with combat via a simple dexterity element. Ascending Empires is sure to sate the desire for a space empire building game that plays simply yet deeply.
Rune Age,2013,6.81,Recruit cards into your deck for victory in different fantasy scenarios.,2,4,20,60,13+,0,Fantasy Flight Games,3916,3917,15,31,33,42,47,49,Game description from the publisher:
Medina (Second Edition),2005,7.21,Place colorful wooden blocks to build beautiful palaces in a desert city.,2,4,60,60,10+,0,White Goblin Games,3911,0,1,17,0,10,62,156,"The year is 1822. After years of decay, it is time to rebuild the medina, located at the foot of the Atlas mountains. The architects and engineers of the city work to erect large and beautiful palaces and to renovate the damaged city wall. As the reconstruction of the old city progresses, the citys inhabitants flock through the alleys, and the contours of the new city gradually reappear!"
La Cosa Nostra,2010,7.66,"Mafiosos compete to turn the greatest profit, but watch out for rival gangs!",3,5,90,90,16+,0,Quined Games,3917,0,13,15,39,50,64,164,"In La Cosa Nostra, you take on the role of a mafia boss. In the beginning, you control a crew of gangsters and a couple of businesses. During the game, you will hire new gangsters to do the dirty work and collect your money. Investments lead to new lines of business or monopoly positions: take control of the drug dealing, moneylending or prostitution. Bribe politicians and cops, invest your money in night clubs, casinos or the waste management industry. To get the big deals, you need to cooperate with the other families â€” but never rely on those friendships. The others will take the first opportunity to stab you in the back, so you better do it first..."
Lost Cities: The Board Game,1997,6.79,Gain points by mounting profitable archaeological expeditions to the different sites.,2,4,30,60,8+,0,Rio Grande Games,3914,0,3,29,0,64,110,148,"Redevelopment of Lost Cities, first published with altered rules as Keltis, and then published by Rio Grande as Lost Cities: The Board Game with Knizias original rules and theme."
Botanik,1987,7.76,Build the best steampunk garden by winning the tiles you need.,2,2,20,20,12+,0,Space Cowboys,3911,3914,1,0,0,110,116,169,"In the hushed intimacy of her laboratory, the eminent researcher Beatrix Bury has just discovered a technology allowing to mechanically generate all kinds of edibles. Subtropical plants, stellar potatoes, Orion mandarins, this new technology opens a way to save the people of Forharms, prisoners of a world made of rust and toxic vapors. Itâ€™s in the urgency of a threatened world that the scientist puts two of her best teams in charge of developing her plan... that can seem quite demanding at times. Each team is engrossed in its mission and Beatrixâ€™s laboratory becomes the battlefield of fierce competition to produce the best performing machine. You are promoted to the head of one of these two teams, and must prove yourself worthy of the head researchersâ€™ trust. Rise up to the challenge!"
Vampire: The Eternal Struggle,2015,7.23,Manipulate your vampire minions to destroy your prey while fending off your predator.,2,5,120,120,13+,3.38,Stuart Beel,3913,0,15,20,33,64,187,0,"Vampire: the Eternal Struggle (or VTES for short) is a multi-player collectable card game based on the award-winning Vampire: the Masquerade role playing game in which players take on the role of ancient vampires known as a Methuselahs. Considered mere legend by many, Methuselahs rule everything from the shadows, engaging in a eons-long Machiavellian conflict that encompasses political, social, and even physical warfare. The struggle is won or lost based on the actions taken by your minions  younger vampires who unknowingly do your bidding. In this way, the game can allow for deep and immersive storytelling as your minions purchase equipment, hire retainers, even suggest legislative changes to vampiric society, all in the service of your dark plots."
Star Wars: Epic Duels,2017,7.01,"Who would win a duel in this match-up Battle Game in a Galaxy Far, Far Away!",2,6,30,30,8+,0,Milton Bradley,3917,0,33,46,48,29,122,141,"Individual battles between famous Star Wars characters set on different board locations. Players choose a major character that is accompanied by one or two minor characters. Each set of characters has its own deck of cards which are used for attack, defense, or special abilities. Each deck is unique with certain special powers relevant to the major character. There are different modes of play; one-on-one battles, up to three teams can play against each other, or up to six players can play a free-for-all battle."
DC Comics Deck-Building Game: Heroes Unite,2012,7.39,A stand-alone set adding power rings and a fresh assortment of villains and heroes.,2,5,45,45,15+,0,Cryptozoic Entertainment,3914,3917,15,21,0,47,0,0,"In the DC Comics Deck-Building Game: Heroes Unite, each player takes on the role of a Super Hero such as Shazam!, Hawkman, Red Tornado, Nightwing, Black Canary, Batgirl, or Booster Gold. Your Super Hero has an ability that will guide your strategy throughout the game. Each player starts with his own basic ten-card deck and draws a hand of five cards each turn. Power is the currency you will use to buy new, stronger cards to add to your deck. There are five different types of cards that can be acquired: Villains, Heroes, Equipment, Super Powers, and Locations. Unlock special abilities, like Force Field or the Helmet of Fate, and unleash devastating card combos against your opponents! Craft your hero deck into a well-oiled machine to take on the most vile villains in the DC Universe in your quest for Victory (Points)! Mix the cards from Heroes Unite with the core DC Comics Deck-Building Game set to wage the ultimate showdown!"
